cell_id,model_key,model_id,task_id,modality,language,structure_complexity,volume,context_tier,schema_variant,retry_policy,cache_mode,cache_group_id,warmup_request_index,is_warmup_request,stable_prefix_hash,schema_hash,prompt_template_hash,dynamic_input_hash,repeat_group_id,same_input_hash,cache_hit_inferred,cache_hit_reported,kv_reuse_proven,session_id,session_request_index,session_request_count,load_scope,cleanup_scope,loaded_before_session,loaded_after_session_load,final_loaded_instances,session_cleanup_verified,execution_target,resource_telemetry_mode,resource_telemetry_status,resource_ram_required,resource_vram_required,repeat_index,status,hard_fail,warning_count,warning_category,json_parse_status,json_schema_status,business_status,id_exact_status,language_status,image_ground_truth_status,finish_reason_length_status,missing_id_count,unexpected_id_count,duplicate_id_count,order_mismatch,first_mismatch_index,placeholder_hit_count,cleanup_noop_status,cleanup_noop_detected,source_noise_present,cleanup_noop_similarity,identity_similarity,changed_char_ratio,punctuation_delta,capitalization_delta,whitespace_normalization_delta,asr_noise_reduction_delta,near_identity_warning,term_language_drift_status,term_language_drift_detected,term_language_cyrillic_delta,markdown_fence_count,finish_reason,retry_count,retry_recovered,error_category,length_ratio_status,length_ratio_category,length_ratio_actual,length_ratio_policy,length_ratio_policy_min,length_ratio_policy_max,input_char_count,latency_ms,ttft_ms,prompt_processing_ms,total_latency_ms,tokens_per_sec,prompt_tokens,completion_tokens,response_char_count,ram_before_mb,ram_peak_mb,ram_after_mb,vram_before_mb,vram_peak_mb,vram_after_mb
cell_46c149ad091d,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_08c5fe8f576f9003,,False,9fd6a74b792ddaa20f35821b33a53f6d7cfafae10cbdffd5e20c80b1c908b550,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_b6f8d8f4e1535bbb,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_e4faea2aec5ae756,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9545,0.9545,0.0455,3,3,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1483,3766.916,,,3766.916,11.9461,362,45,142,,,,,,
cell_60d955a292b7,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_08c5fe8f576f9003,,False,9fd6a74b792ddaa20f35821b33a53f6d7cfafae10cbdffd5e20c80b1c908b550,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_b6f8d8f4e1535bbb,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_b3fb022243096fb0,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9545,0.9545,0.0455,3,3,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1483,3783.984,,,3783.984,11.8922,362,45,142,,,,,,
cell_a56f0820876a,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_07_no_punctuation,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_08c5fe8f576f9003,,False,9fd6a74b792ddaa20f35821b33a53f6d7cfafae10cbdffd5e20c80b1c908b550,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,7e0a6fd301d4a2bcaf1e15502b161bfd11d50bf534c76fe84a61d4aec81c4a5f,8b348ae19ab8444d32229fa8a197691f40f8996f10fe85caff56c5724682bba4,repeat_b6f8d8f4e1535bbb,238032fb8f8064c277f89e085b84b9d0e9307706d81b2db52243983dde65c460,unknown,unknown,False,session_0bc8a7065008a93b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9545,0.9545,0.0455,3,3,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1483,3479.682,,,3479.682,12.9322,362,45,142,,,,,,
cell_0209dad32827,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_9fdbf076ada62bfa,,False,5b09d52057cde418ac691551393b0d66a3c4891d8b54800bfc0b9be3fc5b137c,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_bd128138e2041f3a,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_d87f08e57afcc1df,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9837,0.9837,0.0163,3,2,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,4322.095,,,4322.095,12.2626,367,53,209,,,,,,
cell_5af840bde8ad,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_9fdbf076ada62bfa,,False,5b09d52057cde418ac691551393b0d66a3c4891d8b54800bfc0b9be3fc5b137c,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_bd128138e2041f3a,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_e37e051a3209ee90,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9837,0.9837,0.0163,3,2,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,4353.921,,,4353.921,12.1729,367,53,209,,,,,,
cell_9342237dcc2f,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_08_long_sentence,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_9fdbf076ada62bfa,,False,5b09d52057cde418ac691551393b0d66a3c4891d8b54800bfc0b9be3fc5b137c,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,9e28dcfba3e56fa771c6224e45f4748c549bbb4b9ad9099065dee97c56570038,9d9184d1ee50717952faebc5c6fcb0867875d8809e8225c1dcdd935e4d6c88af,repeat_bd128138e2041f3a,d4bea95cd0e1303de4f9e8a5d2cbae551409207d5fb7d33f96c4749fbb3b0c52,unknown,unknown,False,session_28f2789bc4c7ec1f,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9837,0.9837,0.0163,3,2,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1547,3633.94,,,3633.94,14.5847,367,53,209,,,,,,
cell_3a6fb9aaa28a,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_23aa42882526497c,,False,78119792a1eba7d544cfe4b06eb408412e6814c1d935551134e7b81ac67559a4,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_ca3472fff46da41f,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_355cdd9cac00ac1b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8632,0.8632,0.1368,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,4320.293,,,4320.293,11.3418,364,49,141,,,,,,
cell_3526f57c1d55,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_23aa42882526497c,,False,78119792a1eba7d544cfe4b06eb408412e6814c1d935551134e7b81ac67559a4,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_ca3472fff46da41f,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_d2eb91c3d5d82151,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8632,0.8632,0.1368,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,3832.612,,,3832.612,12.785,364,49,141,,,,,,
cell_f5b5ae46bbf0,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_09_product_model_names,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_23aa42882526497c,,False,78119792a1eba7d544cfe4b06eb408412e6814c1d935551134e7b81ac67559a4,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,d0c2894dbdfb3beba80469882bf08751c46d632aa3b2b55068423e2f3c1c20cd,f7cb8736c675565c70f84c70bdc32030491bb7e81e2a9b54e5fb6f0c3990d008,repeat_ca3472fff46da41f,d4b9c0a5e335291e0532d4846a72c300210db623b0111354de3a04f385b760ce,unknown,unknown,False,session_5b7e9eb43ba0c0e8,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.8632,0.8632,0.1368,2,3,0,2,False,skip,,,0,stop,0,False,,skip,,,,,,1498,3869.128,,,3869.128,12.6644,364,49,141,,,,,,
cell_3edf4d9a9bd2,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_e4223db6169dfcfa,,False,011ffc3983716c25b06d2a070efcd339dcdabc36998403d1658b0fc66dce71e1,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_628a57ad66674e5d,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_10ac77446985e164,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,0,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,1602.131,,,1602.131,26.8393,360,43,161,,,,,,
cell_c8439e62ded8,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_e4223db6169dfcfa,,False,011ffc3983716c25b06d2a070efcd339dcdabc36998403d1658b0fc66dce71e1,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_628a57ad66674e5d,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_cb50ccc6a65c568b,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,1,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,3465.683,,,3465.683,12.4074,360,43,161,,,,,,
cell_0e430737c8e6,gemma4_e4b,google/gemma-4-e4b,l326_transcript_cleanup_simple_10_conversational_style,text,ru_ru,simple,single,8192,hardened_const,off,none,cache_e4223db6169dfcfa,,False,011ffc3983716c25b06d2a070efcd339dcdabc36998403d1658b0fc66dce71e1,6bf50d76dff49160514eeab40bfb11a3b973bcc39dc22eb1b2a451d092266cfb,0d332e8d7c93e1fe859daa0fa0c2d71d0fcf43fc7337f5d2fff9ff3a048461d9,664119de6407a7653dacb63b1cc984e379ae59dd7489ec3d6bdc44cfcc0d3477,repeat_628a57ad66674e5d,69a0d8fe071cdd6406efa0d172a50b37b5850d0ec94e25c7a6dbed49d669588c,unknown,unknown,False,session_64e1914f85d7bbb4,1,1,per_request,per_request,0,1,0,True,live_small,timing_only,timing_only,False,False,2,pass,False,2,punctuation_metrics,pass,pass,pass,skip,pass,skip,pass,,,,,,0,pass,False,True,0.9859,0.9859,0.0141,3,0,0,3,False,skip,,,0,stop,0,False,,skip,,,,,,1501,3333.555,,,3333.555,12.8991,360,43,161,,,,,,
